,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,nome,data_lancamento,Popularidade Musica,Artista,ano_lancamento,mes_lancamento,dia_semana_lancamento,Popularidade Artista,Seguidores,Estilos
4985,0.843,0.485,10,-8.735,0,0.195,0.181,0.0675,0.107,0.689,100.053,audio_features,08XWh5c0BMyD1nKVxxl91z,spotify:track:08XWh5c0BMyD1nKVxxl91z,https://api.spotify.com/v1/tracks/08XWh5c0BMyD1nKVxxl91z,https://api.spotify.com/v1/audio-analysis/08XWh5c0BMyD1nKVxxl91z,192418,4,Fountains (with Tems),2021-09-03,73,Drake,2021.0,9.0,4.0,94,64224651,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
4986,0.476,0.161,8,-11.665,0,0.0407,0.967,0.0381,0.109,0.0908,119.614,audio_features,1PDP7mLiAMwhfmgIwzhOm2,spotify:track:1PDP7mLiAMwhfmgIwzhOm2,https://api.spotify.com/v1/tracks/1PDP7mLiAMwhfmgIwzhOm2,https://api.spotify.com/v1/audio-analysis/1PDP7mLiAMwhfmgIwzhOm2,133763,4,Yebba’s Heartbreak,2021-09-03,77,Drake,2021.0,9.0,4.0,94,64224651,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
4987,0.519,0.851,7,-6.001,1,0.29,0.118,0.0,0.178,0.711,123.823,audio_features,50ceCGZ3oD3U5caQV5bP6f,spotify:track:50ceCGZ3oD3U5caQV5bP6f,https://api.spotify.com/v1/tracks/50ceCGZ3oD3U5caQV5bP6f,https://api.spotify.com/v1/audio-analysis/50ceCGZ3oD3U5caQV5bP6f,213104,5,You Only Live Twice (with Lil Wayne & Rick Ross),2021-09-03,68,Drake,2021.0,9.0,4.0,94,64224651,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
4988,0.32,0.466,8,-6.77,1,0.0374,0.00645,0.0,0.133,0.338,177.693,audio_features,5ScbulRnixQ2XAdvrPMFjz,spotify:track:5ScbulRnixQ2XAdvrPMFjz,https://api.spotify.com/v1/tracks/5ScbulRnixQ2XAdvrPMFjz,https://api.spotify.com/v1/audio-analysis/5ScbulRnixQ2XAdvrPMFjz,229304,3,Get Along Better,2021-09-03,67,Drake,2021.0,9.0,4.0,94,64224651,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
4989,0.783,0.416,4,-9.84,0,0.135,0.213,0.0,0.103,0.165,87.073,audio_features,3RkNXZvOSMMElmmXztDc94,spotify:track:3RkNXZvOSMMElmmXztDc94,https://api.spotify.com/v1/tracks/3RkNXZvOSMMElmmXztDc94,https://api.spotify.com/v1/audio-analysis/3RkNXZvOSMMElmmXztDc94,245131,4,F*****g Fans,2021-09-03,66,Drake,2021.0,9.0,4.0,94,64224651,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
4990,0.473,0.53,0,-8.506,1,0.249,0.812,6.92e-06,0.227,0.637,74.732,audio_features,1cCXT1cErAY6tmIqHbodrt,spotify:track:1cCXT1cErAY6tmIqHbodrt,https://api.spotify.com/v1/tracks/1cCXT1cErAY6tmIqHbodrt,https://api.spotify.com/v1/audio-analysis/1cCXT1cErAY6tmIqHbodrt,351220,3,The Remorse,2021-09-03,63,Drake,2021.0,9.0,4.0,94,64224651,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
4991,0.719,0.604,0,-7.395,1,0.0281,0.105,0.0,0.107,0.565,99.993,audio_features,2AHnmlkyZbnxqSA66B7jK3,spotify:track:2AHnmlkyZbnxqSA66B7jK3,https://api.spotify.com/v1/tracks/2AHnmlkyZbnxqSA66B7jK3,https://api.spotify.com/v1/audio-analysis/2AHnmlkyZbnxqSA66B7jK3,238800,4,Don't Shut Me Down,2021-09-02,63,ABBA,2021.0,9.0,3.0,79,8167974,"['europop', 'swedish pop']"
4992,0.207,0.363,5,-7.296,1,0.0306,0.418,5.24e-06,0.128,0.358,74.278,audio_features,3ddxe0WYUpNPtSnHgQOad5,spotify:track:3ddxe0WYUpNPtSnHgQOad5,https://api.spotify.com/v1/tracks/3ddxe0WYUpNPtSnHgQOad5,https://api.spotify.com/v1/audio-analysis/3ddxe0WYUpNPtSnHgQOad5,310720,3,I Still Have Faith In You,2021-09-02,61,ABBA,2021.0,9.0,3.0,79,8167974,"['europop', 'swedish pop']"
4993,0.788,0.764,7,-4.054,1,0.254,0.00918,0.0,0.224,0.841,100.095,audio_features,7v4pPS4A7NgY7bxFA3Etv3,spotify:track:7v4pPS4A7NgY7bxFA3Etv3,https://api.spotify.com/v1/tracks/7v4pPS4A7NgY7bxFA3Etv3,https://api.spotify.com/v1/audio-analysis/7v4pPS4A7NgY7bxFA3Etv3,96000,4,HOT DEMON B!TCHES NEAR U ! ! !,2021-09-03,75,CORPSE,2021.0,9.0,4.0,69,2183505,"['dream smp', 'viral rap']"
4994,0.625,0.562,0,-5.828,0,0.0289,0.149,1.67e-05,0.109,0.229,93.998,audio_features,149BxWeweaCqmsyedkNiiE,spotify:track:149BxWeweaCqmsyedkNiiE,https://api.spotify.com/v1/tracks/149BxWeweaCqmsyedkNiiE,https://api.spotify.com/v1/audio-analysis/149BxWeweaCqmsyedkNiiE,244005,4,Wrecked,2021-09-03,29,Imagine Dragons,2021.0,9.0,4.0,86,40637595,"['modern rock', 'rock']"
4995,0.317,0.172,10,-10.636,1,0.0326,0.907,0.000383,0.105,0.0963,65.18,audio_features,273QnyCvJB65rScHJ1nPZb,spotify:track:273QnyCvJB65rScHJ1nPZb,https://api.spotify.com/v1/tracks/273QnyCvJB65rScHJ1nPZb,https://api.spotify.com/v1/audio-analysis/273QnyCvJB65rScHJ1nPZb,212040,3,Make You Feel My Love,2008-01-27,75,Adele,2008.0,1.0,6.0,84,39154839,"['british soul', 'pop', 'pop soul', 'uk pop']"
4996,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,audio_features,1Yk0cQdMLx5RzzFTYwmuld,spotify:track:1Yk0cQdMLx5RzzFTYwmuld,https://api.spotify.com/v1/tracks/1Yk0cQdMLx5RzzFTYwmuld,https://api.spotify.com/v1/audio-analysis/1Yk0cQdMLx5RzzFTYwmuld,295502,4,Hello,2015-11-20,74,Adele,2015.0,11.0,4.0,84,39154839,"['british soul', 'pop', 'pop soul', 'uk pop']"
4997,0.684,0.506,6,-6.743,1,0.0338,0.159,0.0,0.26,0.352,108.036,audio_features,71qB68guEJjbvtjlkZ8DF5,spotify:track:71qB68guEJjbvtjlkZ8DF5,https://api.spotify.com/v1/tracks/71qB68guEJjbvtjlkZ8DF5,https://api.spotify.com/v1/audio-analysis/71qB68guEJjbvtjlkZ8DF5,180596,4,Undeniable (feat. X Ambassadors),2021-10-15,72,Kygo,2021.0,10.0,4.0,79,8056063,"['edm', 'pop', 'pop dance', 'tropical house']"
4998,0.641,0.681,0,-6.418,1,0.354,0.123,3.36e-05,0.0425,0.836,138.095,audio_features,3vXnuFnC5RhPGwsFi0ORcI,spotify:track:3vXnuFnC5RhPGwsFi0ORcI,https://api.spotify.com/v1/tracks/3vXnuFnC5RhPGwsFi0ORcI,https://api.spotify.com/v1/audio-analysis/3vXnuFnC5RhPGwsFi0ORcI,190012,3,Santé,2021-10-15,68,Stromae,2021.0,10.0,4.0,72,2404206,"['belgian pop', 'g-house']"
4999,0.507,0.832,10,-5.931,1,0.0425,0.00643,1.6e-05,0.229,0.485,177.894,audio_features,65OR4ywy8Cgs3FDHK82Idl,spotify:track:65OR4ywy8Cgs3FDHK82Idl,https://api.spotify.com/v1/tracks/65OR4ywy8Cgs3FDHK82Idl,https://api.spotify.com/v1/audio-analysis/65OR4ywy8Cgs3FDHK82Idl,206682,4,Higher Power,2021-10-15,71,Coldplay,2021.0,10.0,4.0,86,36379132,"['permanent wave', 'pop']"
5000,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,audio_features,1nH2PkJL1XoUq8oE6tBZoU,spotify:track:1nH2PkJL1XoUq8oE6tBZoU,https://api.spotify.com/v1/tracks/1nH2PkJL1XoUq8oE6tBZoU,https://api.spotify.com/v1/audio-analysis/1nH2PkJL1XoUq8oE6tBZoU,188918,4,Sacrifice,2022-01-06,82,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5001,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,audio_features,2SLwbpExuoBDZBpjfefCtV,spotify:track:2SLwbpExuoBDZBpjfefCtV,https://api.spotify.com/v1/tracks/2SLwbpExuoBDZBpjfefCtV,https://api.spotify.com/v1/audio-analysis/2SLwbpExuoBDZBpjfefCtV,214194,4,Out of Time,2022-01-06,83,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5002,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,audio_features,0mL82sxCRjrs3br407IdJh,spotify:track:0mL82sxCRjrs3br407IdJh,https://api.spotify.com/v1/tracks/0mL82sxCRjrs3br407IdJh,https://api.spotify.com/v1/audio-analysis/0mL82sxCRjrs3br407IdJh,199111,4,Is There Someone Else?,2022-01-06,81,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5003,0.728,0.741,6,-7.075,0,0.0473,0.000582,0.00206,0.33,0.31,123.006,audio_features,3KyKxJ4P3pVCgaZwaq2rUC,spotify:track:3KyKxJ4P3pVCgaZwaq2rUC,https://api.spotify.com/v1/tracks/3KyKxJ4P3pVCgaZwaq2rUC,https://api.spotify.com/v1/audio-analysis/3KyKxJ4P3pVCgaZwaq2rUC,212166,4,Gasoline,2022-01-06,73,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5004,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-05,0.085,0.636,121.006,audio_features,2Ghp894n1laIf2w98VeAOJ,spotify:track:2Ghp894n1laIf2w98VeAOJ,https://api.spotify.com/v1/tracks/2Ghp894n1laIf2w98VeAOJ,https://api.spotify.com/v1/audio-analysis/2Ghp894n1laIf2w98VeAOJ,214215,4,How Do I Make You Love Me?,2022-01-06,73,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5005,0.603,0.473,5,-7.23,1,0.0511,0.616,0.0,0.31,0.446,109.494,audio_features,5S9Zs5g9lTWnLIboN1pdlU,spotify:track:5S9Zs5g9lTWnLIboN1pdlU,https://api.spotify.com/v1/tracks/5S9Zs5g9lTWnLIboN1pdlU,https://api.spotify.com/v1/audio-analysis/5S9Zs5g9lTWnLIboN1pdlU,175345,4,Fingers Crossed,2022-01-05,46,Lauren Spencer-Smith,2022.0,1.0,2.0,71,703906,"['alt z', 'gen z singer-songwriter', 'pop']"
5006,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,audio_features,2vgUijXOTRMnWXDtvgMp2b,spotify:track:2vgUijXOTRMnWXDtvgMp2b,https://api.spotify.com/v1/tracks/2vgUijXOTRMnWXDtvgMp2b,https://api.spotify.com/v1/audio-analysis/2vgUijXOTRMnWXDtvgMp2b,339023,4,Take My Breath,2022-01-06,74,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5007,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,audio_features,2D4dV2KXDTszzJ3p3cFqhA,spotify:track:2D4dV2KXDTszzJ3p3cFqhA,https://api.spotify.com/v1/tracks/2D4dV2KXDTszzJ3p3cFqhA,https://api.spotify.com/v1/audio-analysis/2D4dV2KXDTszzJ3p3cFqhA,211814,4,Less Than Zero,2022-01-06,76,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5008,0.469,0.623,1,-4.432,1,0.0302,0.345,0.0,0.588,0.198,134.943,audio_features,1NhjYYcYTRywc0di98xHxf,spotify:track:1NhjYYcYTRywc0di98xHxf,https://api.spotify.com/v1/tracks/1NhjYYcYTRywc0di98xHxf,https://api.spotify.com/v1/audio-analysis/1NhjYYcYTRywc0di98xHxf,209778,4,"Here We Go… Again (feat. Tyler, the Creator)",2022-01-06,72,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5009,0.737,0.564,4,-7.045,0,0.105,0.436,0.0,0.351,0.528,90.0,audio_features,1E5Xu8dur0fAjSP1VpVhAZ,spotify:track:1E5Xu8dur0fAjSP1VpVhAZ,https://api.spotify.com/v1/tracks/1E5Xu8dur0fAjSP1VpVhAZ,https://api.spotify.com/v1/audio-analysis/1E5Xu8dur0fAjSP1VpVhAZ,163504,4,Best Friends,2022-01-06,72,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5010,0.28,0.478,9,-8.755,0,0.037,0.674,5.85e-05,0.483,0.0807,111.65,audio_features,6krYS8KtmNAYyb5uTZiYW4,spotify:track:6krYS8KtmNAYyb5uTZiYW4,https://api.spotify.com/v1/tracks/6krYS8KtmNAYyb5uTZiYW4,https://api.spotify.com/v1/audio-analysis/6krYS8KtmNAYyb5uTZiYW4,96240,4,Dawn FM,2022-01-06,66,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5011,0.736,0.848,9,-5.494,0,0.171,0.103,0.0,0.299,0.784,109.946,audio_features,5XbA7TAqsD0fj0dGBrbb0D,spotify:track:5XbA7TAqsD0fj0dGBrbb0D,https://api.spotify.com/v1/tracks/5XbA7TAqsD0fj0dGBrbb0D,https://api.spotify.com/v1/audio-analysis/5XbA7TAqsD0fj0dGBrbb0D,263642,4,I Heard You’re Married (feat. Lil Wayne),2022-01-06,73,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5012,0.309,0.418,9,-8.622,0,0.031,0.465,7.58e-05,0.295,0.146,134.23,audio_features,6zzdyvVWjGrQBraSvuqJPY,spotify:track:6zzdyvVWjGrQBraSvuqJPY,https://api.spotify.com/v1/tracks/6zzdyvVWjGrQBraSvuqJPY,https://api.spotify.com/v1/audio-analysis/6zzdyvVWjGrQBraSvuqJPY,148000,4,Starry Eyes,2022-01-06,69,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5013,0.447,0.513,5,-8.67,0,0.127,0.679,2.98e-05,0.096,0.572,67.289,audio_features,759ndr57jb0URg4j9YSWml,spotify:track:759ndr57jb0URg4j9YSWml,https://api.spotify.com/v1/tracks/759ndr57jb0URg4j9YSWml,https://api.spotify.com/v1/audio-analysis/759ndr57jb0URg4j9YSWml,96232,3,A Tale By Quincy,2022-01-06,65,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5014,0.767,0.618,10,-7.163,1,0.032,0.31,0.0,0.179,0.243,121.959,audio_features,6a4GH1gljLL7VvmO9u5O92,spotify:track:6a4GH1gljLL7VvmO9u5O92,https://api.spotify.com/v1/tracks/6a4GH1gljLL7VvmO9u5O92,https://api.spotify.com/v1/audio-analysis/6a4GH1gljLL7VvmO9u5O92,205469,4,Don’t Break My Heart,2022-01-06,69,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5015,0.7,0.438,5,-5.784,0,0.0433,0.401,0.0,0.373,0.605,170.106,audio_features,4TGwERXRlyQtBdggYTHo6j,spotify:track:4TGwERXRlyQtBdggYTHo6j,https://api.spotify.com/v1/tracks/4TGwERXRlyQtBdggYTHo6j,https://api.spotify.com/v1/audio-analysis/4TGwERXRlyQtBdggYTHo6j,260000,3,Entre Nosotros (Remix) [con Nicki Nicole],2022-01-05,82,Tiago PZK,2022.0,1.0,2.0,78,1973977,['trap argentino']
5016,0.447,0.959,0,-5.59,1,0.348,0.109,2.75e-05,0.0498,0.46,118.167,audio_features,3vJcz8exedHCjQ9ed95NqU,spotify:track:3vJcz8exedHCjQ9ed95NqU,https://api.spotify.com/v1/tracks/3vJcz8exedHCjQ9ed95NqU,https://api.spotify.com/v1/audio-analysis/3vJcz8exedHCjQ9ed95NqU,167256,4,Every Angel is Terrifying,2022-01-06,64,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5017,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,audio_features,3LnpBazWpD31QMTn6LgVGv,spotify:track:3LnpBazWpD31QMTn6LgVGv,https://api.spotify.com/v1/tracks/3LnpBazWpD31QMTn6LgVGv,https://api.spotify.com/v1/audio-analysis/3LnpBazWpD31QMTn6LgVGv,136267,1,pushin P (feat. Young Thug),2022-01-07,40,Gunna,2022.0,1.0,4.0,85,4364308,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
5018,0.394,0.519,9,-11.042,0,0.0465,0.75,0.195,0.129,0.241,110.113,audio_features,1NlK2NtpuUazpziLhnJwEV,spotify:track:1NlK2NtpuUazpziLhnJwEV,https://api.spotify.com/v1/tracks/1NlK2NtpuUazpziLhnJwEV,https://api.spotify.com/v1/audio-analysis/1NlK2NtpuUazpziLhnJwEV,179580,4,Phantom Regret by Jim,2022-01-06,63,The Weeknd,2022.0,1.0,3.0,91,45873723,"['canadian contemporary r&b', 'canadian pop', 'pop']"
5019,0.679,0.73,1,-7.483,1,0.0689,0.00421,0.0,0.0736,0.292,148.038,audio_features,3XLbDUB5BX2WqL2qoAsvtb,spotify:track:3XLbDUB5BX2WqL2qoAsvtb,https://api.spotify.com/v1/tracks/3XLbDUB5BX2WqL2qoAsvtb,https://api.spotify.com/v1/audio-analysis/3XLbDUB5BX2WqL2qoAsvtb,167840,4,thought i was playing,2022-01-07,30,Gunna,2022.0,1.0,4.0,85,4364308,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
5020,0.594,0.628,1,-6.345,1,0.359,0.12,0.0,0.0582,0.556,141.391,audio_features,4b1yxSdlumA8N4fEk4UOZp,spotify:track:4b1yxSdlumA8N4fEk4UOZp,https://api.spotify.com/v1/tracks/4b1yxSdlumA8N4fEk4UOZp,https://api.spotify.com/v1/audio-analysis/4b1yxSdlumA8N4fEk4UOZp,257213,4,The Family Madrigal,2021-11-19,79,Stephanie Beatriz,2021.0,11.0,4.0,71,32873,[]
5021,0.423,0.355,0,-10.565,1,0.0454,0.761,0.0,0.0915,0.465,93.788,audio_features,5rohUzwEoRsUvAA1Bf3DLo,spotify:track:5rohUzwEoRsUvAA1Bf3DLo,https://api.spotify.com/v1/tracks/5rohUzwEoRsUvAA1Bf3DLo,https://api.spotify.com/v1/audio-analysis/5rohUzwEoRsUvAA1Bf3DLo,214613,4,Dos Oruguitas,2021-11-19,75,Sebastian Yatra,2021.0,11.0,4.0,80,19240927,"['colombian pop', 'latin', 'reggaeton colombiano']"
5022,0.718,0.709,4,-5.568,1,0.039,0.258,0.0,0.101,0.54,119.974,audio_features,3XoYqtiWHhsk59frZupImG,spotify:track:3XoYqtiWHhsk59frZupImG,https://api.spotify.com/v1/tracks/3XoYqtiWHhsk59frZupImG,https://api.spotify.com/v1/audio-analysis/3XoYqtiWHhsk59frZupImG,179427,4,What Else Can I Do?,2021-11-19,77,Diane Guerrero,2021.0,11.0,4.0,67,4993,[]
5023,0.632,0.349,10,-10.289,1,0.0346,0.926,7.5e-05,0.294,0.307,109.981,audio_features,6gPPoRYJwCsoB2VVdPJfmo,spotify:track:6gPPoRYJwCsoB2VVdPJfmo,https://api.spotify.com/v1/tracks/6gPPoRYJwCsoB2VVdPJfmo,https://api.spotify.com/v1/audio-analysis/6gPPoRYJwCsoB2VVdPJfmo,232992,4,Miserable Man,2022-01-07,74,David Kushner,2022.0,1.0,4.0,61,304974,['gen z singer-songwriter']
5024,0.903,0.537,5,-6.854,0,0.283,0.16,0.0,0.129,0.737,115.013,audio_features,0boodYr1uIpSVmGSP65Fmk,spotify:track:0boodYr1uIpSVmGSP65Fmk,https://api.spotify.com/v1/tracks/0boodYr1uIpSVmGSP65Fmk,https://api.spotify.com/v1/audio-analysis/0boodYr1uIpSVmGSP65Fmk,120000,4,25k jacket (feat. Lil Baby),2022-01-07,28,Gunna,2022.0,1.0,4.0,85,4364308,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
5025,0.895,0.543,11,-6.766,0,0.298,0.181,0.0,0.12,0.555,120.078,audio_features,2iCDO8ePNuCvMiMFc0FQdA,spotify:track:2iCDO8ePNuCvMiMFc0FQdA,https://api.spotify.com/v1/tracks/2iCDO8ePNuCvMiMFc0FQdA,https://api.spotify.com/v1/audio-analysis/2iCDO8ePNuCvMiMFc0FQdA,193987,4,alotta cake,2022-01-07,27,Gunna,2022.0,1.0,4.0,85,4364308,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
5026,0.878,0.575,9,-8.732,1,0.284,0.00293,0.0,0.273,0.399,144.918,audio_features,2ZGEjmwyeZ3rpEezkZwqOP,spotify:track:2ZGEjmwyeZ3rpEezkZwqOP,https://api.spotify.com/v1/tracks/2ZGEjmwyeZ3rpEezkZwqOP,https://api.spotify.com/v1/audio-analysis/2ZGEjmwyeZ3rpEezkZwqOP,185213,4,mop (feat. Young Thug),2022-01-07,27,Gunna,2022.0,1.0,4.0,85,4364308,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
5027,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,audio_features,68HocO7fx9z0MgDU0ZPHro,spotify:track:68HocO7fx9z0MgDU0ZPHro,https://api.spotify.com/v1/tracks/68HocO7fx9z0MgDU0ZPHro,https://api.spotify.com/v1/audio-analysis/68HocO7fx9z0MgDU0ZPHro,215687,4,Every Summertime,2021-08-10,83,NIKI,2021.0,8.0,1.0,72,1595505,"['indonesian r&b', 'pop']"
5028,0.604,0.668,1,-3.525,1,0.115,0.11,0.0,0.407,0.114,100.854,audio_features,2gyYjQWXKxemhAyMPgctIx,spotify:track:2gyYjQWXKxemhAyMPgctIx,https://api.spotify.com/v1/tracks/2gyYjQWXKxemhAyMPgctIx,https://api.spotify.com/v1/audio-analysis/2gyYjQWXKxemhAyMPgctIx,131413,3,i n t e r l u d e,2021-05-07,0,J. Cole,2021.0,5.0,4.0,84,17059992,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
5029,0.664,0.655,10,-7.327,0,0.0461,0.059,2.4e-05,0.17,0.13,129.987,audio_features,6LcX2hBbXaJcK4AuefE936,spotify:track:6LcX2hBbXaJcK4AuefE936,https://api.spotify.com/v1/tracks/6LcX2hBbXaJcK4AuefE936,https://api.spotify.com/v1/audio-analysis/6LcX2hBbXaJcK4AuefE936,217609,4,What You Need,2021-05-04,62,Don Toliver,2021.0,5.0,1.0,78,2182107,"['pop', 'rap', 'trap']"
5030,0.863,0.74,9,-5.879,0,0.151,0.0289,0.0272,0.0932,0.54,129.966,audio_features,5OqIKA0ETzvxocl2IS7nV6,spotify:track:5OqIKA0ETzvxocl2IS7nV6,https://api.spotify.com/v1/tracks/5OqIKA0ETzvxocl2IS7nV6,https://api.spotify.com/v1/audio-analysis/5OqIKA0ETzvxocl2IS7nV6,174021,4,Extasy,2021-05-06,66,187 Strassenbande,2021.0,5.0,3.0,62,1316402,"['german hip hop', 'hamburg hip hop']"
5031,0.686,0.789,1,-4.103,1,0.126,0.322,0.0,0.4,0.822,157.932,audio_features,17UfXrL7Run3GyZJW4uRjC,spotify:track:17UfXrL7Run3GyZJW4uRjC,https://api.spotify.com/v1/tracks/17UfXrL7Run3GyZJW4uRjC,https://api.spotify.com/v1/audio-analysis/17UfXrL7Run3GyZJW4uRjC,157355,4,Paradigmas,2021-04-22,63,Jorge & Mateus,2021.0,4.0,3.0,79,16760287,"['arrocha', 'sertanejo', 'sertanejo universitario']"
5032,0.386,0.762,9,-6.341,1,0.564,0.122,0.0,0.527,0.433,170.691,audio_features,64v1g2HcPumBz2Wd1rT56b,spotify:track:64v1g2HcPumBz2Wd1rT56b,https://api.spotify.com/v1/tracks/64v1g2HcPumBz2Wd1rT56b,https://api.spotify.com/v1/audio-analysis/64v1g2HcPumBz2Wd1rT56b,138312,4,LUMBERJACK,2021-06-16,64,"Tyler, The Creator",2021.0,6.0,2.0,84,8973232,"['hip hop', 'rap']"
5033,0.783,0.435,7,-7.78,1,0.0588,0.282,0.0,0.0833,0.512,106.974,audio_features,31sSFHIe4NaxltVFOEIcTa,spotify:track:31sSFHIe4NaxltVFOEIcTa,https://api.spotify.com/v1/tracks/31sSFHIe4NaxltVFOEIcTa,https://api.spotify.com/v1/audio-analysis/31sSFHIe4NaxltVFOEIcTa,210220,4,working,2021-06-17,72,Tate McRae,2021.0,6.0,3.0,80,2854550,['pop']
5034,0.403,0.159,1,-16.728,0,0.104,0.961,0.0121,0.34,0.0381,72.38,audio_features,5XsAal7ZcWg1I5T4NcRjkv,spotify:track:5XsAal7ZcWg1I5T4NcRjkv,https://api.spotify.com/v1/tracks/5XsAal7ZcWg1I5T4NcRjkv,https://api.spotify.com/v1/audio-analysis/5XsAal7ZcWg1I5T4NcRjkv,234761,4,Halley's Comet,2021-07-30,75,Billie Eilish,2021.0,7.0,4.0,86,64069052,"['art pop', 'electropop', 'pop']"
5035,0.654,0.303,5,-13.943,0,0.126,0.755,0.159,0.0957,0.168,160.095,audio_features,0FfqyjhB6Kspvit1oOo7ax,spotify:track:0FfqyjhB6Kspvit1oOo7ax,https://api.spotify.com/v1/tracks/0FfqyjhB6Kspvit1oOo7ax,https://api.spotify.com/v1/audio-analysis/0FfqyjhB6Kspvit1oOo7ax,151537,4,GOLDWING,2021-07-30,70,Billie Eilish,2021.0,7.0,4.0,86,64069052,"['art pop', 'electropop', 'pop']"
5036,0.687,0.288,2,-10.415,1,0.045,0.863,0.0,0.0986,0.308,110.927,audio_features,4ak9GGe6afmi2HbxEjvhIC,spotify:track:4ak9GGe6afmi2HbxEjvhIC,https://api.spotify.com/v1/tracks/4ak9GGe6afmi2HbxEjvhIC,https://api.spotify.com/v1/audio-analysis/4ak9GGe6afmi2HbxEjvhIC,194887,4,Male Fantasy,2021-07-30,73,Billie Eilish,2021.0,7.0,4.0,86,64069052,"['art pop', 'electropop', 'pop']"
5037,0.777,0.522,8,-12.496,0,0.0535,0.527,0.838,0.0968,0.182,115.008,audio_features,5uSG6fUPRaehaV820zcpsK,spotify:track:5uSG6fUPRaehaV820zcpsK,https://api.spotify.com/v1/tracks/5uSG6fUPRaehaV820zcpsK,https://api.spotify.com/v1/audio-analysis/5uSG6fUPRaehaV820zcpsK,214059,4,OverHeated,2021-07-30,69,Billie Eilish,2021.0,7.0,4.0,86,64069052,"['art pop', 'electropop', 'pop']"
5038,0.275,0.155,7,-17.285,0,0.0674,0.928,0.176,0.0888,0.0588,65.136,audio_features,5jhBwnqzNNrENXnYrAdoCe,spotify:track:5jhBwnqzNNrENXnYrAdoCe,https://api.spotify.com/v1/tracks/5jhBwnqzNNrENXnYrAdoCe,https://api.spotify.com/v1/audio-analysis/5jhBwnqzNNrENXnYrAdoCe,206623,3,Everybody Dies,2021-07-30,69,Billie Eilish,2021.0,7.0,4.0,86,64069052,"['art pop', 'electropop', 'pop']"
